prec1_train,prec1_val,loss_train,loss_val
80.12558,83.29062,0.48218190133846583,0.3791690635290102
82.54741,83.08560,0.3643813089246569,0.34604950414933283
83.93132,67.91389,0.3290390873920728,0.7702063277463067
84.63608,85.39211,0.33666512379274804,0.31734024372423447
85.28960,87.69862,0.3143732627192135,0.27504396214050125
86.17376,88.00615,0.3009115433094136,0.2833712710089588
86.44285,85.54587,0.2891883104199449,0.30833906114009757
87.91645,85.03332,0.2723634060317586,0.32006500616310685
88.22399,89.13378,0.264896203139878,0.24224495886228806
89.92824,88.92875,0.23351563588128463,0.24976218447112108
91.04305,67.19631,0.21793387245973034,0.7066938042457381
91.10712,68.11891,0.20922106969576504,0.8213301626368708
91.17119,91.38903,0.20513061039161218,0.1939667939017028
91.61968,85.59713,0.20511378944760283,0.3088715155955036
91.51717,79.24141,0.2011237629884515,0.4623682559728011
91.91440,87.08355,0.19053362152977885,0.3245921441831691
91.45310,88.77499,0.19791162115589037,0.21820328800510835
88.39057,87.18606,0.3122419548196587,0.3168922540837224
87.09636,84.41825,0.3285130878279357,0.3651932287008441
87.82676,90.10764,0.30240264561682223,0.2617214504478529
88.36494,88.62122,0.27545570881167536,0.2869678698613789
89.41568,88.98001,0.27206515595278696,0.28335301215253933
89.47975,82.98309,0.26505260631587185,0.35876641311381546
89.69759,89.18503,0.26102689869400175,0.2566680662421799
89.24910,89.28754,0.2661833320975854,0.25075616308324217
89.50538,88.77499,0.26105232812513884,0.25639229663086816
90.09482,88.41620,0.2477458147040885,0.262222446398146
89.49257,81.18913,0.25253498478234576,0.4353541288847559
89.06971,88.98001,0.26476440844873106,0.2660726346094629
89.67196,90.05638,0.25818929833855037,0.23192782919263913
91.60687,91.18401,0.2174446822465352,0.2115936338870969
91.73501,91.85033,0.2128595599054007,0.19668689700867933
92.40133,91.95284,0.1995460300881517,0.19156939616147095
92.20912,88.31369,0.20362499507496382,0.2685502749308753
92.45259,90.00513,0.19586493798948323,0.2144202587239135
92.13224,91.54280,0.19820630692445823,0.2135139366164078
92.73450,90.41517,0.19100821157225215,0.25305234493047135
92.74731,92.46540,0.18983908801094682,0.1776146434136747
92.28601,91.95284,0.19848907832485904,0.19495971590234706
91.72219,92.26038,0.20489889977529438,0.17927834868186684
92.10661,87.90364,0.19629116213547762,0.26126744634811233
92.40133,92.26038,0.19556189624393128,0.18277636332306602
92.05536,92.15787,0.19655364856452345,0.19258074053796606
92.41415,90.97899,0.19640908699992496,0.2121939611153869
92.55510,89.23629,0.18960649037073968,0.257107685409345
92.24757,93.18298,0.19507303041167776,0.17873936131604204
92.88826,91.18401,0.18587250879625367,0.20425509272295045
92.87545,91.33778,0.18446115394820317,0.1994240857175776
92.31164,90.46643,0.19303333849432772,0.2192591742971871
92.74731,92.51666,0.18596487634002337,0.17712171254311995
92.73450,91.95284,0.18791356464720946,0.21139785598510966
92.86263,92.87545,0.18294269711863745,0.174292994135163
93.06766,89.95387,0.18467164288219093,0.24211627089140172
92.51666,92.05536,0.18801015962978804,0.19590227981825964
92.90108,92.67043,0.18145448006097625,0.1598541766809904
93.01640,91.59405,0.17810199675897279,0.1851776286936735
92.51666,92.72168,0.18573190450576682,0.1832935109635245
93.17017,91.64531,0.1771813791678662,0.20813328663945993
92.74731,92.77294,0.1810597204347869,0.1811070182288628
92.99077,93.13173,0.1846263043616809,0.173712625053221
93.41363,92.97796,0.16749574030166647,0.16984631305227274
93.87494,93.64428,0.15891292326148507,0.16115835747432855
93.92619,93.43926,0.16531625374013617,0.16096525517474194
93.61866,93.74680,0.16704438605380634,0.16508170233696684
93.65710,93.54177,0.16483827053293823,0.1617279946613104
93.91338,93.23424,0.16202728239115785,0.1653804052401542
93.82368,92.77294,0.16068269386467476,0.16290765815151464
93.22142,93.59303,0.17455015924956357,0.17510159597037572
93.97745,93.23424,0.16102163020477486,0.1639529295773582
93.77242,93.18298,0.1649071924533525,0.1635498467399364
93.61866,93.38801,0.1692671603740392,0.15723639470011927
94.05433,93.33675,0.1591992243543947,0.15892720243094946
94.01589,94.10559,0.1599988034448521,0.15072768563065755
94.07996,94.10559,0.16158488384046535,0.1564209127597232
94.31061,94.20810,0.15976353620547995,0.15260569278488764
94.09277,93.84931,0.1561740948634842,0.1526345606799739
94.18247,94.46438,0.1577073682704869,0.14540848406227444
94.13121,94.31061,0.16235698492999934,0.15504510998573137
94.00308,93.43926,0.16000711184275693,0.15994686276285786
94.05433,93.49052,0.1630882364833801,0.1730901884962387
93.77242,93.69554,0.16149683552543545,0.15072417403568922
94.20810,93.74680,0.16040472916567527,0.1542187667600257
94.15684,94.46438,0.15656474953672936,0.14747293712786075
94.11840,94.31061,0.16172927874271714,0.15035970347896715
94.11840,94.05433,0.15249203944025988,0.15371051539157612
93.99026,92.00410,0.15349979199915895,0.1956825494873163
93.91338,94.15684,0.1545400603620411,0.1535856304093546
94.02870,93.64428,0.1593040884885343,0.16068640530781522
94.29780,94.31061,0.1551702303963707,0.15180434344640945
94.19528,93.59303,0.15552345383387234,0.1719316350824096
94.54126,94.51563,0.14784901379500212,0.1478204647282464
94.27217,94.00308,0.15168603366457578,0.1525708493141258
94.32342,94.20810,0.1508082699685571,0.15431280778592088
94.28498,94.36187,0.15262877865900204,0.15248478335380433
94.56689,94.00308,0.15203570142609837,0.15182147804420462
94.45156,93.54177,0.15155041719219245,0.15831713909249864
94.25935,93.95182,0.15340174129304368,0.1551124590870541
94.41312,94.31061,0.1465768705249627,0.15805539048860648
94.68221,94.46438,0.14739770129865282,0.14598866156863285
94.27217,94.05433,0.14804536019041867,0.1509744268023375
94.51563,94.05433,0.15218785077119595,0.15943520905680073
94.23373,94.51563,0.15424655747147842,0.14759124732213041
94.49001,94.46438,0.14954499971371685,0.14405398333549255
94.38749,94.36187,0.15180833297836543,0.14395013029211182
94.59252,94.56689,0.1500850689489068,0.14112854204014105
94.47719,94.61814,0.15411882162063564,0.14489249768225368
94.51563,94.36187,0.15015737767756626,0.14476750585618597
94.33624,94.46438,0.14795490812943693,0.148215003132148
94.81035,94.41312,0.1424105276149826,0.14489516741125966
94.52845,94.51563,0.14780326607684366,0.14325556424429697
94.57970,94.82317,0.14484982993711515,0.14197837061481192
94.68221,94.87442,0.14743797769383368,0.14063398924196518
94.34905,94.00308,0.1521475468420909,0.15202371677577586
94.25935,94.77191,0.15432353110755792,0.13826382187682504
94.18247,95.07945,0.1544904199847498,0.13764786750826696
94.16966,94.36187,0.14876574691841385,0.1460666520313872
94.00308,94.10559,0.15400329646943228,0.15699011157684484
94.52845,94.31061,0.14853108728133613,0.15257548732918877
94.52845,94.41312,0.14458172477739764,0.15382985675994829
94.82317,94.56689,0.14356791451840692,0.14558764798771962
95.09226,94.66940,0.1387268926572152,0.14796880318729283
94.66940,94.61814,0.14851871724772733,0.135743194544685
94.51563,94.36187,0.14877153671074989,0.1430010963202684
94.66940,94.61814,0.14340783127496207,0.14215956763128082
94.60533,94.77191,0.14694672045052082,0.13734199066213434
94.95131,94.36187,0.13947756249344942,0.14569642600617244
94.72066,94.97693,0.14750238381200176,0.13421015435307532
94.75910,94.10559,0.14297144327681227,0.14799680167485482
94.68221,94.31061,0.14613741488582138,0.14820994180495894
94.65659,94.20810,0.14122646785451473,0.14508637173367672
